white_king,d_pawn,e_pawn,black_king,side_to_move
g3,d6,e4,d5,B
h3,d6,e4,d5,B
a4,d6,e4,d5,B
b4,d6,e4,d5,B
h4,d6,e4,d5,B
a5,d6,e4,d5,B
b5,d6,e4,d5,B
h5,d6,e4,d5,B
a6,d6,e4,d5,B
b6,d6,e4,d5,B
h6,d6,e4,d5,B
a7,d6,e4,d5,B
b7,d6,e4,d5,B
h7,d6,e4,d5,B
a8,d6,e4,d5,B
b8,d6,e4,d5,B
c8,d6,e4,d5,B
d8,d6,e4,d5,B
e8,d6,e4,d5,B
f8,d6,e4,d5,B
g8,d6,e4,d5,B
h8,d6,e4,d5,B
a1,d6,e4,e5,B
b1,d6,e4,e5,B
c1,d6,e4,e5,B
d1,d6,e4,e5,B
e1,d6,e4,e5,B
f1,d6,e4,e5,B
g1,d6,e4,e5,B
h1,d6,e4,e5,B
a2,d6,e4,e5,B
b2,d6,e4,e5,B
c2,d6,e4,e5,B
d2,d6,e4,e5,B
e2,d6,e4,e5,B
f2,d6,e4,e5,B
g2,d6,e4,e5,B
h2,d6,e4,e5,B
a3,d6,e4,e5,B
b3,d6,e4,e5,B
c3,d6,e4,e5,B
d3,d6,e4,e5,B
e3,d6,e4,e5,B
f3,d6,e4,e5,B
g3,d6,e4,e5,B
h3,d6,e4,e5,B
a4,d6,e4,e5,B
b4,d6,e4,e5,B
c4,d6,e4,e5,B
h4,d6,e4,e5,B
a5,d6,e4,e5,B
b5,d6,e4,e5,B
h5,d6,e4,e5,B
a6,d6,e4,e5,B
b6,d6,e4,e5,B
h6,d6,e4,e5,B
a7,d6,e4,e5,B
b7,d6,e4,e5,B
h7,d6,e4,e5,B
a8,d6,e4,e5,B
b8,d6,e4,e5,B
c8,d6,e4,e5,B
d8,d6,e4,e5,B
e8,d6,e4,e5,B
f8,d6,e4,e5,B
g8,d6,e4,e5,B
h8,d6,e4,e5,B
a1,d6,e4,c6,B
b1,d6,e4,c6,B
c1,d6,e4,c6,B
d1,d6,e4,c6,B
e1,d6,e4,c6,B
f1,d6,e4,c6,B
g1,d6,e4,c6,B
h1,d6,e4,c6,B
a2,d6,e4,c6,B
b2,d6,e4,c6,B
c2,d6,e4,c6,B
d2,d6,e4,c6,B
e2,d6,e4,c6,B
f2,d6,e4,c6,B
g2,d6,e4,c6,B
h2,d6,e4,c6,B
a3,d6,e4,c6,B
b3,d6,e4,c6,B
c3,d6,e4,c6,B
d3,d6,e4,c6,B
e3,d6,e4,c6,B
f3,d6,e4,c6,B
g3,d6,e4,c6,B
h3,d6,e4,c6,B
a4,d6,e4,c6,B
b4,d6,e4,c6,B
c4,d6,e4,c6,B
d4,d6,e4,c6,B
h4,d6,e4,c6,B
a5,d6,e4,c6,B
h5,d6,e4,c6,B
a6,d6,e4,c6,B
h6,d6,e4,c6,B
a7,d6,e4,c6,B
h7,d6,e4,c6,B
a8,d6,e4,c6,B
b8,d6,e4,c6,B
c8,d6,e4,c6,B
d8,d6,e4,c6,B
e8,d6,e4,c6,B
f8,d6,e4,c6,B
g8,d6,e4,c6,B
h8,d6,e4,c6,B
a1,d6,e4,e6,B
b1,d6,e4,e6,B
c1,d6,e4,e6,B
d1,d6,e4,e6,B
e1,d6,e4,e6,B
f1,d6,e4,e6,B
g1,d6,e4,e6,B
h1,d6,e4,e6,B
a2,d6,e4,e6,B
b2,d6,e4,e6,B
c2,d6,e4,e6,B
d2,d6,e4,e6,B
e2,d6,e4,e6,B
f2,d6,e4,e6,B
g2,d6,e4,e6,B
h2,d6,e4,e6,B
a3,d6,e4,e6,B
b3,d6,e4,e6,B
c3,d6,e4,e6,B
d3,d6,e4,e6,B
e3,d6,e4,e6,B
f3,d6,e4,e6,B
g3,d6,e4,e6,B
h3,d6,e4,e6,B
a4,d6,e4,e6,B
b4,d6,e4,e6,B
c4,d6,e4,e6,B
d4,d6,e4,e6,B
h4,d6,e4,e6,B
a5,d6,e4,e6,B
b5,d6,e4,e6,B
h5,d6,e4,e6,B
a6,d6,e4,e6,B
b6,d6,e4,e6,B
h6,d6,e4,e6,B
a7,d6,e4,e6,B
b7,d6,e4,e6,B
h7,d6,e4,e6,B
a8,d6,e4,e6,B
b8,d6,e4,e6,B
c8,d6,e4,e6,B
d8,d6,e4,e6,B
e8,d6,e4,e6,B
f8,d6,e4,e6,B
g8,d6,e4,e6,B
h8,d6,e4,e6,B
a1,d6,e4,c7,B
b1,d6,e4,c7,B
c1,d6,e4,c7,B
d1,d6,e4,c7,B
e1,d6,e4,c7,B
f1,d6,e4,c7,B
g1,d6,e4,c7,B
h1,d6,e4,c7,B
a2,d6,e4,c7,B
b2,d6,e4,c7,B
c2,d6,e4,c7,B
d2,d6,e4,c7,B
e2,d6,e4,c7,B
f2,d6,e4,c7,B
g2,d6,e4,c7,B
h2,d6,e4,c7,B
a3,d6,e4,c7,B
b3,d6,e4,c7,B
c3,d6,e4,c7,B
d3,d6,e4,c7,B
e3,d6,e4,c7,B
f3,d6,e4,c7,B
g3,d6,e4,c7,B
h3,d6,e4,c7,B
a4,d6,e4,c7,B
b4,d6,e4,c7,B
c4,d6,e4,c7,B
d4,d6,e4,c7,B
h4,d6,e4,c7,B
a5,d6,e4,c7,B
b5,d6,e4,c7,B
h5,d6,e4,c7,B
a6,d6,e4,c7,B
h6,d6,e4,c7,B
a7,d6,e4,c7,B
h7,d6,e4,c7,B
a8,d6,e4,c7,B
e8,d6,e4,c7,B
f8,d6,e4,c7,B
g8,d6,e4,c7,B
h8,d6,e4,c7,B
a1,d6,e4,d7,B
b1,d6,e4,d7,B
c1,d6,e4,d7,B
d1,d6,e4,d7,B
e1,d6,e4,d7,B
f1,d6,e4,d7,B
g1,d6,e4,d7,B
h1,d6,e4,d7,B
a2,d6,e4,d7,B
b2,d6,e4,d7,B
c2,d6,e4,d7,B
d2,d6,e4,d7,B
e2,d6,e4,d7,B
f2,d6,e4,d7,B
g2,d6,e4,d7,B
h2,d6,e4,d7,B
a3,d6,e4,d7,B
b3,d6,e4,d7,B
c3,d6,e4,d7,B
d3,d6,e4,d7,B
e3,d6,e4,d7,B
f3,d6,e4,d7,B
g3,d6,e4,d7,B
h3,d6,e4,d7,B
a4,d6,e4,d7,B
b4,d6,e4,d7,B
c4,d6,e4,d7,B
d4,d6,e4,d7,B
h4,d6,e4,d7,B
a5,d6,e4,d7,B
b5,d6,e4,d7,B
h5,d6,e4,d7,B
a6,d6,e4,d7,B
b6,d6,e4,d7,B
h6,d6,e4,d7,B
a7,d6,e4,d7,B
b7,d6,e4,d7,B
h7,d6,e4,d7,B
a8,d6,e4,d7,B
b8,d6,e4,d7,B
f8,d6,e4,d7,B
g8,d6,e4,d7,B
h8,d6,e4,d7,B
a1,d6,e4,e7,B
b1,d6,e4,e7,B
c1,d6,e4,e7,B
d1,d6,e4,e7,B
e1,d6,e4,e7,B
f1,d6,e4,e7,B
g1,d6,e4,e7,B
h1,d6,e4,e7,B
a2,d6,e4,e7,B
b2,d6,e4,e7,B
c2,d6,e4,e7,B
d2,d6,e4,e7,B
e2,d6,e4,e7,B
f2,d6,e4,e7,B
g2,d6,e4,e7,B
h2,d6,e4,e7,B
a3,d6,e4,e7,B
b3,d6,e4,e7,B
c3,d6,e4,e7,B
d3,d6,e4,e7,B
e3,d6,e4,e7,B
f3,d6,e4,e7,B
g3,d6,e4,e7,B
h3,d6,e4,e7,B
a4,d6,e4,e7,B
b4,d6,e4,e7,B
c4,d6,e4,e7,B
d4,d6,e4,e7,B
h4,d6,e4,e7,B
a5,d6,e4,e7,B
b5,d6,e4,e7,B
h5,d6,e4,e7,B
a6,d6,e4,e7,B
b6,d6,e4,e7,B
h6,d6,e4,e7,B
a7,d6,e4,e7,B
b7,d6,e4,e7,B
h7,d6,e4,e7,B
a8,d6,e4,e7,B
b8,d6,e4,e7,B
c8,d6,e4,e7,B
g8,d6,e4,e7,B
h8,d6,e4,e7,B
a1,d6,e6,c5,B
b1,d6,e6,c5,B
c1,d6,e6,c5,B
d1,d6,e6,c5,B
e1,d6,e6,c5,B
f1,d6,e6,c5,B
g1,d6,e6,c5,B
h1,d6,e6,c5,B
a2,d6,e6,c5,B
b2,d6,e6,c5,B
c2,d6,e6,c5,B
d2,d6,e6,c5,B
e2,d6,e6,c5,B
f2,d6,e6,c5,B
g2,d6,e6,c5,B
h2,d6,e6,c5,B
a3,d6,e6,c5,B
b3,d6,e6,c5,B
c3,d6,e6,c5,B
d3,d6,e6,c5,B
e3,d6,e6,c5,B
f3,d6,e6,c5,B
g3,d6,e6,c5,B
h3,d6,e6,c5,B
a4,d6,e6,c5,B
e4,d6,e6,c5,B
f4,d6,e6,c5,B
g4,d6,e6,c5,B
h4,d6,e6,c5,B
a5,d6,e6,c5,B
h5,d6,e6,c5,B
a6,d6,e6,c5,B
h6,d6,e6,c5,B
a7,d6,e6,c5,B
b7,d6,e6,c5,B
h7,d6,e6,c5,B
a8,d6,e6,c5,B
b8,d6,e6,c5,B
c8,d6,e6,c5,B
h8,d6,e6,c5,B
a1,d6,e6,d5,B
b1,d6,e6,d5,B
c1,d6,e6,d5,B
d1,d6,e6,d5,B
e1,d6,e6,d5,B
f1,d6,e6,d5,B
g1,d6,e6,d5,B
h1,d6,e6,d5,B
a2,d6,e6,d5,B
b2,d6,e6,d5,B
c2,d6,e6,d5,B
d2,d6,e6,d5,B
e2,d6,e6,d5,B
f2,d6,e6,d5,B
g2,d6,e6,d5,B
h2,d6,e6,d5,B
a3,d6,e6,d5,B
b3,d6,e6,d5,B
c3,d6,e6,d5,B
d3,d6,e6,d5,B
e3,d6,e6,d5,B
f3,d6,e6,d5,B
g3,d6,e6,d5,B
h3,d6,e6,d5,B
a4,d6,e6,d5,B
b4,d6,e6,d5,B
f4,d6,e6,d5,B
g4,d6,e6,d5,B
h4,d6,e6,d5,B
a5,d6,e6,d5,B
b5,d6,e6,d5,B
g5,d6,e6,d5,B
h5,d6,e6,d5,B
a6,d6,e6,d5,B
b6,d6,e6,d5,B
g6,d6,e6,d5,B
h6,d6,e6,d5,B
a7,d6,e6,d5,B
b7,d6,e6,d5,B
g7,d6,e6,d5,B
h7,d6,e6,d5,B
a8,d6,e6,d5,B
b8,d6,e6,d5,B
c8,d6,e6,d5,B
f8,d6,e6,d5,B
g8,d6,e6,d5,B
h8,d6,e6,d5,B
a1,d6,e6,e5,B
b1,d6,e6,e5,B
c1,d6,e6,e5,B
d1,d6,e6,e5,B
e1,d6,e6,e5,B
f1,d6,e6,e5,B
g1,d6,e6,e5,B
h1,d6,e6,e5,B
a2,d6,e6,e5,B
b2,d6,e6,e5,B
c2,d6,e6,e5,B
d2,d6,e6,e5,B
e2,d6,e6,e5,B
f2,d6,e6,e5,B
g2,d6,e6,e5,B
h2,d6,e6,e5,B
a3,d6,e6,e5,B
b3,d6,e6,e5,B
c3,d6,e6,e5,B
d3,d6,e6,e5,B
e3,d6,e6,e5,B
f3,d6,e6,e5,B
g3,d6,e6,e5,B
h3,d6,e6,e5,B
a4,d6,e6,e5,B
b4,d6,e6,e5,B
c4,d6,e6,e5,B
g4,d6,e6,e5,B
h4,d6,e6,e5,B
a5,d6,e6,e5,B
b5,d6,e6,e5,B
g5,d6,e6,e5,B
h5,d6,e6,e5,B
a6,d6,e6,e5,B
b6,d6,e6,e5,B
g6,d6,e6,e5,B
h6,d6,e6,e5,B
a7,d6,e6,e5,B
b7,d6,e6,e5,B
g7,d6,e6,e5,B
h7,d6,e6,e5,B
a8,d6,e6,e5,B
b8,d6,e6,e5,B
c8,d6,e6,e5,B
f8,d6,e6,e5,B
g8,d6,e6,e5,B
h8,d6,e6,e5,B
a1,d6,e6,f5,B
b1,d6,e6,f5,B
c1,d6,e6,f5,B
d1,d6,e6,f5,B
e1,d6,e6,f5,B
f1,d6,e6,f5,B
g1,d6,e6,f5,B
h1,d6,e6,f5,B
a2,d6,e6,f5,B
b2,d6,e6,f5,B
c2,d6,e6,f5,B
d2,d6,e6,f5,B
e2,d6,e6,f5,B
f2,d6,e6,f5,B
g2,d6,e6,f5,B
h2,d6,e6,f5,B
a3,d6,e6,f5,B
b3,d6,e6,f5,B
c3,d6,e6,f5,B
d3,d6,e6,f5,B
e3,d6,e6,f5,B
f3,d6,e6,f5,B
g3,d6,e6,f5,B
h3,d6,e6,f5,B
a4,d6,e6,f5,B
b4,d6,e6,f5,B
c4,d6,e6,f5,B
d4,d6,e6,f5,B
h4,d6,e6,f5,B
a5,d6,e6,f5,B
h5,d6,e6,f5,B
a6,d6,e6,f5,B
h6,d6,e6,f5,B
a7,d6,e6,f5,B
g7,d6,e6,f5,B
h7,d6,e6,f5,B
a8,d6,e6,f5,B
f8,d6,e6,f5,B
g8,d6,e6,f5,B
h8,d6,e6,f5,B
a1,d6,e6,c6,B
b1,d6,e6,c6,B
c1,d6,e6,c6,B
d1,d6,e6,c6,B
e1,d6,e6,c6,B
f1,d6,e6,c6,B
g1,d6,e6,c6,B
h1,d6,e6,c6,B
a2,d6,e6,c6,B
b2,d6,e6,c6,B
c2,d6,e6,c6,B
d2,d6,e6,c6,B
e2,d6,e6,c6,B
f2,d6,e6,c6,B
g2,d6,e6,c6,B
h2,d6,e6,c6,B
a3,d6,e6,c6,B
b3,d6,e6,c6,B
c3,d6,e6,c6,B
d3,d6,e6,c6,B
e3,d6,e6,c6,B
f3,d6,e6,c6,B
g3,d6,e6,c6,B
h3,d6,e6,c6,B
a4,d6,e6,c6,B
b4,d6,e6,c6,B
c4,d6,e6,c6,B
d4,d6,e6,c6,B
e4,d6,e6,c6,B
f4,d6,e6,c6,B
g4,d6,e6,c6,B
h4,d6,e6,c6,B
a5,d6,e6,c6,B
h5,d6,e6,c6,B
a6,d6,e6,c6,B
h6,d6,e6,c6,B
a7,d6,e6,c6,B
h7,d6,e6,c6,B
a8,d6,e6,c6,B
b8,d6,e6,c6,B
c8,d6,e6,c6,B
h8,d6,e6,c6,B
a1,d6,e6,f6,B
b1,d6,e6,f6,B
c1,d6,e6,f6,B
d1,d6,e6,f6,B
e1,d6,e6,f6,B
f1,d6,e6,f6,B
g1,d6,e6,f6,B
h1,d6,e6,f6,B
a2,d6,e6,f6,B
b2,d6,e6,f6,B
c2,d6,e6,f6,B
d2,d6,e6,f6,B
e2,d6,e6,f6,B
f2,d6,e6,f6,B
g2,d6,e6,f6,B
h2,d6,e6,f6,B
a3,d6,e6,f6,B
b3,d6,e6,f6,B
c3,d6,e6,f6,B
d3,d6,e6,f6,B
e3,d6,e6,f6,B
f3,d6,e6,f6,B
g3,d6,e6,f6,B
h3,d6,e6,f6,B
a4,d6,e6,f6,B
b4,d6,e6,f6,B
c4,d6,e6,f6,B
d4,d6,e6,f6,B
e4,d6,e6,f6,B
f4,d6,e6,f6,B
g4,d6,e6,f6,B
h4,d6,e6,f6,B
a5,d6,e6,f6,B
h5,d6,e6,f6,B
a6,d6,e6,f6,B
h6,d6,e6,f6,B
a7,d6,e6,f6,B
h7,d6,e6,f6,B
a8,d6,e6,f6,B
f8,d6,e6,f6,B
g8,d6,e6,f6,B
h8,d6,e6,f6,B
a1,d6,e6,c7,B
b1,d6,e6,c7,B
c1,d6,e6,c7,B
d1,d6,e6,c7,B
e1,d6,e6,c7,B
f1,d6,e6,c7,B
g1,d6,e6,c7,B
h1,d6,e6,c7,B
a2,d6,e6,c7,B
b2,d6,e6,c7,B
c2,d6,e6,c7,B
d2,d6,e6,c7,B
e2,d6,e6,c7,B
f2,d6,e6,c7,B
g2,d6,e6,c7,B
h2,d6,e6,c7,B
a3,d6,e6,c7,B
b3,d6,e6,c7,B
c3,d6,e6,c7,B
d3,d6,e6,c7,B
e3,d6,e6,c7,B
f3,d6,e6,c7,B
g3,d6,e6,c7,B
h3,d6,e6,c7,B
a4,d6,e6,c7,B
b4,d6,e6,c7,B
c4,d6,e6,c7,B
d4,d6,e6,c7,B
e4,d6,e6,c7,B
f4,d6,e6,c7,B
g4,d6,e6,c7,B
h4,d6,e6,c7,B
a5,d6,e6,c7,B
b5,d6,e6,c7,B
h5,d6,e6,c7,B
a6,d6,e6,c7,B
h6,d6,e6,c7,B
a7,d6,e6,c7,B
h7,d6,e6,c7,B
a8,d6,e6,c7,B
h8,d6,e6,c7,B
a1,d6,e6,d7,B
b1,d6,e6,d7,B
c1,d6,e6,d7,B
d1,d6,e6,d7,B
e1,d6,e6,d7,B
f1,d6,e6,d7,B
g1,d6,e6,d7,B
h1,d6,e6,d7,B
a2,d6,e6,d7,B
b2,d6,e6,d7,B
c2,d6,e6,d7,B
d2,d6,e6,d7,B
e2,d6,e6,d7,B
f2,d6,e6,d7,B
g2,d6,e6,d7,B
h2,d6,e6,d7,B
a3,d6,e6,d7,B
b3,d6,e6,d7,B
c3,d6,e6,d7,B
d3,d6,e6,d7,B
e3,d6,e6,d7,B
f3,d6,e6,d7,B
g3,d6,e6,d7,B
h3,d6,e6,d7,B
a4,d6,e6,d7,B
b4,d6,e6,d7,B
c4,d6,e6,d7,B
d4,d6,e6,d7,B
e4,d6,e6,d7,B
f4,d6,e6,d7,B
g4,d6,e6,d7,B
h4,d6,e6,d7,B
a5,d6,e6,d7,B
b5,d6,e6,d7,B
g5,d6,e6,d7,B
h5,d6,e6,d7,B
a6,d6,e6,d7,B
b6,d6,e6,d7,B
g6,d6,e6,d7,B
h6,d6,e6,d7,B
a7,d6,e6,d7,B
b7,d6,e6,d7,B
g7,d6,e6,d7,B
h7,d6,e6,d7,B
a8,d6,e6,d7,B
b8,d6,e6,d7,B
f8,d6,e6,d7,B
g8,d6,e6,d7,B
h8,d6,e6,d7,B
a1,d6,e6,e7,B
b1,d6,e6,e7,B
c1,d6,e6,e7,B
d1,d6,e6,e7,B
e1,d6,e6,e7,B
f1,d6,e6,e7,B
g1,d6,e6,e7,B
h1,d6,e6,e7,B
a2,d6,e6,e7,B
b2,d6,e6,e7,B
c2,d6,e6,e7,B
d2,d6,e6,e7,B
e2,d6,e6,e7,B
f2,d6,e6,e7,B
g2,d6,e6,e7,B
h2,d6,e6,e7,B
a3,d6,e6,e7,B
b3,d6,e6,e7,B
c3,d6,e6,e7,B
d3,d6,e6,e7,B
e3,d6,e6,e7,B
f3,d6,e6,e7,B
g3,d6,e6,e7,B
h3,d6,e6,e7,B
a4,d6,e6,e7,B
b4,d6,e6,e7,B
c4,d6,e6,e7,B
d4,d6,e6,e7,B
e4,d6,e6,e7,B
f4,d6,e6,e7,B
g4,d6,e6,e7,B
h4,d6,e6,e7,B
a5,d6,e6,e7,B
b5,d6,e6,e7,B
g5,d6,e6,e7,B
h5,d6,e6,e7,B
a6,d6,e6,e7,B
b6,d6,e6,e7,B
g6,d6,e6,e7,B
h6,d6,e6,e7,B
a7,d6,e6,e7,B
b7,d6,e6,e7,B
g7,d6,e6,e7,B
h7,d6,e6,e7,B
a8,d6,e6,e7,B
b8,d6,e6,e7,B
c8,d6,e6,e7,B
g8,d6,e6,e7,B
h8,d6,e6,e7,B
a1,d6,e6,f7,B
b1,d6,e6,f7,B
c1,d6,e6,f7,B
d1,d6,e6,f7,B
e1,d6,e6,f7,B
f1,d6,e6,f7,B
g1,d6,e6,f7,B
h1,d6,e6,f7,B
a2,d6,e6,f7,B
b2,d6,e6,f7,B
c2,d6,e6,f7,B
d2,d6,e6,f7,B
e2,d6,e6,f7,B
f2,d6,e6,f7,B
g2,d6,e6,f7,B
h2,d6,e6,f7,B
a3,d6,e6,f7,B
b3,d6,e6,f7,B
c3,d6,e6,f7,B
d3,d6,e6,f7,B
e3,d6,e6,f7,B
f3,d6,e6,f7,B
g3,d6,e6,f7,B
h3,d6,e6,f7,B
a4,d6,e6,f7,B
b4,d6,e6,f7,B
c4,d6,e6,f7,B
d4,d6,e6,f7,B
e4,d6,e6,f7,B
f4,d6,e6,f7,B
g4,d6,e6,f7,B
h4,d6,e6,f7,B
a5,d6,e6,f7,B
g5,d6,e6,f7,B
h5,d6,e6,f7,B
a6,d6,e6,f7,B
h6,d6,e6,f7,B
a7,d6,e6,f7,B
h7,d6,e6,f7,B
a8,d6,e6,f7,B
h8,d6,e6,f7,B
e6,d6,e7,e8,B
a1,d7,e2,c6,B
b1,d7,e2,c6,B
c1,d7,e2,c6,B
d1,d7,e2,c6,B
e1,d7,e2,c6,B
f1,d7,e2,c6,B
g1,d7,e2,c6,B
h1,d7,e2,c6,B
a2,d7,e2,c6,B
a3,d7,e2,c6,B
a4,d7,e2,c6,B
a5,d7,e2,c6,B
a6,d7,e2,c6,B
a7,d7,e2,c6,B
h7,d7,e2,c6,B
a8,d7,e2,c6,B
b8,d7,e2,c6,B
h8,d7,e2,c6,B
a1,d7,e2,d6,B
b1,d7,e2,d6,B
c1,d7,e2,d6,B
d1,d7,e2,d6,B
e1,d7,e2,d6,B
f1,d7,e2,d6,B
g1,d7,e2,d6,B
h1,d7,e2,d6,B
a2,d7,e2,d6,B
a3,d7,e2,d6,B
a4,d7,e2,d6,B
a5,d7,e2,d6,B
a6,d7,e2,d6,B
a7,d7,e2,d6,B
b7,d7,e2,d6,B
h7,d7,e2,d6,B
a8,d7,e2,d6,B
b8,d7,e2,d6,B
h8,d7,e2,d6,B
a1,d7,e2,e6,B
b1,d7,e2,e6,B
c1,d7,e2,e6,B
d1,d7,e2,e6,B
e1,d7,e2,e6,B
f1,d7,e2,e6,B
g1,d7,e2,e6,B
h1,d7,e2,e6,B
a2,d7,e2,e6,B
a3,d7,e2,e6,B
a4,d7,e2,e6,B
a5,d7,e2,e6,B
a6,d7,e2,e6,B
a7,d7,e2,e6,B
b7,d7,e2,e6,B
h7,d7,e2,e6,B
a8,d7,e2,e6,B
b8,d7,e2,e6,B
h8,d7,e2,e6,B
a1,d7,e2,c7,B
b1,d7,e2,c7,B
c1,d7,e2,c7,B
d1,d7,e2,c7,B
e1,d7,e2,c7,B
f1,d7,e2,c7,B
g1,d7,e2,c7,B
h1,d7,e2,c7,B
a2,d7,e2,c7,B
a3,d7,e2,c7,B
a4,d7,e2,c7,B
a5,d7,e2,c7,B
a6,d7,e2,c7,B
a7,d7,e2,c7,B
h7,d7,e2,c7,B
a8,d7,e2,c7,B
h8,d7,e2,c7,B
a1,d7,e2,e7,B
b1,d7,e2,e7,B
c1,d7,e2,e7,B
d1,d7,e2,e7,B
e1,d7,e2,e7,B
f1,d7,e2,e7,B
g1,d7,e2,e7,B
h1,d7,e2,e7,B
a2,d7,e2,e7,B
a3,d7,e2,e7,B
a4,d7,e2,e7,B
a5,d7,e2,e7,B
a6,d7,e2,e7,B
a7,d7,e2,e7,B
b7,d7,e2,e7,B
h7,d7,e2,e7,B
a8,d7,e2,e7,B
b8,d7,e2,e7,B
h8,d7,e2,e7,B
a1,d7,e2,c8,B
b1,d7,e2,c8,B
c1,d7,e2,c8,B
d1,d7,e2,c8,B
e1,d7,e2,c8,B
f1,d7,e2,c8,B
g1,d7,e2,c8,B
h1,d7,e2,c8,B
a2,d7,e2,c8,B
a3,d7,e2,c8,B
a4,d7,e2,c8,B
a5,d7,e2,c8,B
a6,d7,e2,c8,B
a7,d7,e2,c8,B
h7,d7,e2,c8,B
a8,d7,e2,c8,B
h8,d7,e2,c8,B
a8,d7,e2,d8,W
b8,d7,e2,d8,W
a1,d7,e2,d8,B
b1,d7,e2,d8,B
c1,d7,e2,d8,B
d1,d7,e2,d8,B
e1,d7,e2,d8,B
f1,d7,e2,d8,B
g1,d7,e2,d8,B
h1,d7,e2,d8,B
a2,d7,e2,d8,B
a3,d7,e2,d8,B
a4,d7,e2,d8,B
a5,d7,e2,d8,B
a6,d7,e2,d8,B
d6,d7,e2,d8,B
a7,d7,e2,d8,B
b7,d7,e2,d8,B
h7,d7,e2,d8,B
a8,d7,e2,d8,B
b8,d7,e2,d8,B
h8,d7,e2,d8,B
a1,d7,e2,e8,B
b1,d7,e2,e8,B
c1,d7,e2,e8,B
d1,d7,e2,e8,B
e1,d7,e2,e8,B
f1,d7,e2,e8,B
g1,d7,e2,e8,B
h1,d7,e2,e8,B
a2,d7,e2,e8,B
a3,d7,e2,e8,B
a4,d7,e2,e8,B
a5,d7,e2,e8,B
a6,d7,e2,e8,B
a7,d7,e2,e8,B
b7,d7,e2,e8,B
h7,d7,e2,e8,B
a8,d7,e2,e8,B
b8,d7,e2,e8,B
h8,d7,e2,e8,B
a1,d7,e3,c6,B
b1,d7,e3,c6,B
c1,d7,e3,c6,B
d1,d7,e3,c6,B
e1,d7,e3,c6,B
f1,d7,e3,c6,B
g1,d7,e3,c6,B
h1,d7,e3,c6,B
a2,d7,e3,c6,B
b2,d7,e3,c6,B
c2,d7,e3,c6,B
d2,d7,e3,c6,B
e2,d7,e3,c6,B
f2,d7,e3,c6,B
g2,d7,e3,c6,B
h2,d7,e3,c6,B
a3,d7,e3,c6,B
b3,d7,e3,c6,B
c3,d7,e3,c6,B
d3,d7,e3,c6,B
h3,d7,e3,c6,B
a4,d7,e3,c6,B
b4,d7,e3,c6,B
h4,d7,e3,c6,B
a5,d7,e3,c6,B
h5,d7,e3,c6,B
a6,d7,e3,c6,B
h6,d7,e3,c6,B
a7,d7,e3,c6,B
h7,d7,e3,c6,B
a8,d7,e3,c6,B
b8,d7,e3,c6,B
h8,d7,e3,c6,B
a1,d7,e3,d6,B
b1,d7,e3,d6,B
c1,d7,e3,d6,B
d1,d7,e3,d6,B
e1,d7,e3,d6,B
f1,d7,e3,d6,B
g1,d7,e3,d6,B
h1,d7,e3,d6,B
a2,d7,e3,d6,B
b2,d7,e3,d6,B
c2,d7,e3,d6,B
d2,d7,e3,d6,B
e2,d7,e3,d6,B
f2,d7,e3,d6,B
g2,d7,e3,d6,B
h2,d7,e3,d6,B
a3,d7,e3,d6,B
b3,d7,e3,d6,B
c3,d7,e3,d6,B
d3,d7,e3,d6,B
h3,d7,e3,d6,B
a4,d7,e3,d6,B
b4,d7,e3,d6,B
h4,d7,e3,d6,B
a5,d7,e3,d6,B
b5,d7,e3,d6,B
h5,d7,e3,d6,B
a6,d7,e3,d6,B
b6,d7,e3,d6,B
h6,d7,e3,d6,B
a7,d7,e3,d6,B
b7,d7,e3,d6,B
h7,d7,e3,d6,B
a8,d7,e3,d6,B
b8,d7,e3,d6,B
h8,d7,e3,d6,B
a1,d7,e3,e6,B
b1,d7,e3,e6,B
c1,d7,e3,e6,B
d1,d7,e3,e6,B
e1,d7,e3,e6,B
f1,d7,e3,e6,B
g1,d7,e3,e6,B
h1,d7,e3,e6,B
a2,d7,e3,e6,B
b2,d7,e3,e6,B
c2,d7,e3,e6,B
d2,d7,e3,e6,B
e2,d7,e3,e6,B
f2,d7,e3,e6,B
g2,d7,e3,e6,B
h2,d7,e3,e6,B
a3,d7,e3,e6,B
b3,d7,e3,e6,B
c3,d7,e3,e6,B
d3,d7,e3,e6,B
h3,d7,e3,e6,B
a4,d7,e3,e6,B
b4,d7,e3,e6,B
h4,d7,e3,e6,B
a5,d7,e3,e6,B
b5,d7,e3,e6,B
h5,d7,e3,e6,B
a6,d7,e3,e6,B
b6,d7,e3,e6,B
h6,d7,e3,e6,B
a7,d7,e3,e6,B
b7,d7,e3,e6,B
h7,d7,e3,e6,B
a8,d7,e3,e6,B
b8,d7,e3,e6,B
h8,d7,e3,e6,B
a1,d7,e3,c7,B
b1,d7,e3,c7,B
c1,d7,e3,c7,B
d1,d7,e3,c7,B
e1,d7,e3,c7,B
f1,d7,e3,c7,B
g1,d7,e3,c7,B
h1,d7,e3,c7,B
a2,d7,e3,c7,B
b2,d7,e3,c7,B
c2,d7,e3,c7,B
d2,d7,e3,c7,B
e2,d7,e3,c7,B
f2,d7,e3,c7,B
g2,d7,e3,c7,B
h2,d7,e3,c7,B
a3,d7,e3,c7,B
b3,d7,e3,c7,B
c3,d7,e3,c7,B
d3,d7,e3,c7,B
h3,d7,e3,c7,B
